rent_1;Nombre;ImportFile_CustomDelayToBuy;Dias_depl_reemb;ISIN;Gestora;Inv_minima_inicial;1_Day_Return;1_Week_Return;rent_1_mes;rent_3_meses;rent_6_meses;rent_en_el_anio;rent_3_anios;rent_5_anios;rent_10_anios;Estilo_inversion_RV;Estilo_inversion_ RF;Capitaliz_media_bursatil;Patrimonio;Morningstar_Rating;Volatilidad_3;Sharpe_ 3;Ratio_de_informacion;Media_3;Com_Gestion;ImportFile_CustomBuyFee2;Com_Suscripcion;Com_deposito
-0,51;Santander Tándem 0-30 FI;0;1;ES0155818034;Santander Asset Management SGIIC;1;0,14;0,31;-0,11;-0,59;0,59;0,15;2,17;3,31;2,25;1;;50353,10808;3612,56159;3;3,56;0,65;-1,58;0,19;1,4;0;0;0,1
-0,51;Santander Ahorro Garantizado 5 A FI;1;1;ES0174939001;Santander Asset Management SGIIC;1;-0,02;-0,02;-0,06;-0,16;-0,31;-0,48;1,85;;;;;;195,57877;;1,51;1,33;;0,16;0,7;0;5;0,1
-0,52;Gesiuris Patrimonial FI;3;3;ES0116845035;Gesiuris Asset Management SGIIC;300;-0,4;-0,52;-0,34;-0,13;1,86;0,2;5,08;4,39;-0,18;2;;9762,76134;18,85532;;8,12;0,7;;0,47;2,25;0;0;0,1
-0,54;March Patrimonio Renta FIL;0;2;ES0160922003;March Asset Management SGIIC;100000;0;-0,02;-0,07;-0,14;-0,26;-0,46;0,55;;;;7;;2,25321;;0,26;2,89;2,86;0,05;0,5;0;0;0,05
-0,56;GVC Gaesco Small Caps A FI;0;3;ES0113319034;GVC Gaesco Gestión SGIIC;0;1,2;0,2;-3,12;0,77;4,46;-1,54;6,65;12,44;0,96;;;;35,13132;2;14,66;0,58;-0,32;0,71;2,25;0;0;0,1
-0,56;BBVA Plan Rentas 2017 FI;0;1;ES0133768004;BBVA Asset Management SGIIC;600;-0,02;-0,02;-0,19;-0,24;-0,41;-0,59;2,08;;;;;;30,10196;;1,77;1,28;;0,18;1,13;0;5;0,05
-0,57;Fongrum/Renta Fija Mixta FI;0;2;ES0138876000;Atl 12 Capital Gestión SGIIC;1;-0,11;-0,04;-0,06;0,03;2,62;0,72;1,2;;;2;8;28084,02272;1,47691;3;3,29;0,45;-1,12;0,12;0,5;0;0;0,1
-0,57;BBVA Bonos Patrimonio III FI;0;1;ES0130358007;BBVA Asset Management SGIIC;600;0;-0,01;-0,04;-0,19;-0,39;-0,62;1,1;;;;;;1,97221;;1,27;1;;0,1;0,05;0;5;0
-0,57;Best JP Morgan AM FI;0;2;ES0114524004;Andbank Wealth Management SGIIC;1;0,17;0,6;-0,69;-1,36;2,15;0,75;3,32;5,05;;3;9;27223,61609;43,191;4;5,94;0,56;-2,14;0,27;1,35;0;0;0,1
-0,57;Gescooperativo Deuda Soberana Euro FI;0;1;ES0174344038;Gescooperativo SGIIC;60;-0,01;-0,02;-0,07;-0,06;-0,26;-0,38;-0,23;0,49;;;;;73,65356;;0,18;-1,08;-1,09;-0,02;0,6;0;0;0,1
-0,58;Best Carmignac FI;0;2;ES0114572003;Andbank Wealth Management SGIIC;0;0,53;1,21;-0,57;-1,92;4,44;0,74;2,64;2,93;;3;7;16899,34847;38,42597;3;6,42;0,5;-1,72;0,26;1,35;0;0;0,1
-0,59;BBVA Bonos Corto Plazo Plus FI;0;2;ES0176232033;BBVA Asset Management SGIIC;1000;0,02;0,03;-0,13;-0,16;-0,23;-0,67;0,04;1,5;1,38;;;;48,0949;2;1,23;0,12;-0,88;0,01;0,85;0;0;0,15
-0,6;Bankia Fondtesoro Corto Plazo FI;0;0;ES0126525031;Bankia Fondos SGIIC;100;-0,05;-0,04;-0,11;-0,23;-0,38;-0,54;-0,31;0,65;0,92;;;;46,22297;;0,22;-1,1;-1,1;-0,02;0,75;0;0;0,07
-0,61;Fondinámico FI;0;3;ES0164526008;Inversis Gestión SGIIC;6;0;-0,2;-0,38;-0,14;1,15;-1,24;2,77;2,46;;9;;171,69295;18,34459;3;2,68;1,09;-1,01;0,24;0,9;0;0;0,1
-0,62;Bankinter Índice Español 2019 Garantizado FI;0;1;ES0113983003;Bankinter Gestión de Activos SGIIC;500;-0,02;0;-0,16;-0,21;-0,08;0,06;;;;;;;58,74045;;;;;;1,15;0;5;0,1
-0,64;Gestión Multiperfil Equilibrado FI;0;2;ES0125322018;Andbank Wealth Management SGIIC;1;0,05;0,21;-0,13;-0,74;0,96;-0,06;1,06;;;2;7;14402,92985;76,77804;3;2,83;0,39;-1,8;0,09;0,85;0;0;0,1
-0,66;GVC Gaesco Emergentfond FI;0;4;ES0140628035;GVC Gaesco Gestión SGIIC;0;-0,5;0,37;-0,93;-1,41;10,23;6,69;2,25;2,84;1,8;2;;6451,79257;20,09993;3;13,35;0,26;-0,75;0,29;1,5;0;0;0,1
-0,67;BBVA Bolsa USA (Cubierto) FI;0;1;ES0134599036;BBVA Asset Management SGIIC;600;1,34;3,18;0,39;-1,89;3,91;1,55;4,27;10,11;2,76;2;;76421,42423;187,06729;1;11,24;0,41;-1,45;0,38;2,25;0;0;0,2
-0,68;Bankia Monetario Euro Deuda (I) FI;0;0;ES0130353032;Bankia Fondos SGIIC;100;-0,03;-0,03;-0,08;-0,2;-0,37;-0,59;-0,36;0,54;;;;;73,68204;;0,15;-2,23;-2,21;-0,03;0,75;0;0;0,05
-0,68;Rural Renta Fija 1 FI;0;1;ES0126535030;Gescooperativo SGIIC;6;-0,07;-0,09;-0,19;-0,25;-0,1;0,11;0,05;0,5;0,91;;;;328,62123;3;0,56;0,27;0,26;0,01;0,7;0;0;0,05
-0,69;Fonengin ISR FI;1;1;ES0138885035;Caja Ingenieros Gestión SGIIC;500;-0,1;0,52;-0,29;-0,69;1,47;0,4;2,49;3,95;1,21;2;4;41346,22677;111,4152;3;3,76;0,73;-2,32;0,22;1,35;0;0;0,2
-0,71;Bankia Bonos Corto Plazo (I) FI;0;0;ES0116973035;Bankia Fondos SGIIC;100;-0,04;-0,06;-0,16;-0,31;-0,46;-0,61;-0,19;0,61;0,84;;;;175,41251;2;0,28;-0,41;-0,42;-0,01;1;0;0;0,15
-0,75;Santander Small Caps España A FI;0;1;ES0175224031;Santander Asset Management SGIIC;300;0,34;0,12;-0,77;1,27;3,87;0,37;7,24;12,34;0,56;8;;1167,93321;258,01217;5;15,52;0,59;0,83;0,76;2;0;0;0,1
-0,75;Eurovalor Estados Unidos FI;0;2;ES0133525032;Allianz Popular Asset Management SGIIC;600;1,74;3,91;2,26;0,54;9,29;1,86;11,36;13,6;4,66;2;;50835,97148;62,48438;2;11,74;0,98;-2,15;0,96;1,35;0;0;0,15
-0,76;CS Duración Flexible A FI;0;1;ES0126547035;Credit Suisse Gestión SGIIC;0;0;0,02;0,04;0,11;1,21;1,44;1,26;2,47;;;;;126,55317;2;2,26;0,61;-1,56;0,11;0,65;0;0;0,1
-0,78;Deutsche Crecimiento Conservador A FI;0;3;ES0139012001;Deutsche Asset Management SGIIC;1;0,16;0,46;0,27;-0,23;1,57;-0,24;;;;1;;34141,83267;160,66613;;;;;;0,95;0;0;0,1
-0,78;Cartesio X FI;0;1;ES0116567035;Cartesio Inversiones SGIIC;6000;-0,01;0,01;0,01;0,22;1,21;0,77;2,74;5,55;3,71;1;;12364,12823;406,85656;4;3,59;0,84;-0,8;0,25;0,5;0;0;0,08
-0,8;Santander Ahorro Garantizado 6 A FI;1;1;ES0174937005;Santander Asset Management SGIIC;1;-0,02;-0,04;-0,1;-0,24;-0,46;-0,72;;;;;;;86,36803;;;;;;0,9;0;5;0,1
-0,84;Gesconsult Renta Fija Flexible A FI;0;1;ES0138217031;Gesconsult SGIIC;0;0,31;0,14;-0,24;-0,57;1,33;0,12;2,09;2,72;1,84;5;;2357,38895;93,56563;3;4,57;0,53;-0,98;0,2;1,5;0;0;0,13
-0,86;Valentum FI;0;1;ES0182769002;Gesiuris Asset Management SGIIC;0;-0,78;-1,11;-3;-2,3;2,92;-0,46;;;;6;;1465,44848;20,40022;;;;;;1,35;0;0;0,1
-0,87;Bankinter Europa 2021 Garantizado FI;0;1;ES0147624037;Bankinter Gestión de Activos SGIIC;500;0,09;0,17;-0,19;-0,54;0,99;-0,31;;;;;;;35,11525;;;;;;0,9;0;5;0,1
-0,89;BBVA Bolsa USA FI;0;1;ES0110122035;BBVA Asset Management SGIIC;600;2,27;4,8;2,77;0,17;9,33;2,45;11,92;15,24;5,4;2;;80948,31419;205,41316;3;12,65;0,97;-2,76;1,02;2,25;0;0;0,2
-0,94;Rural Castilla La Mancha Retorno Absoluto FI;0;3;ES0174186009;Inversis Gestión SGIIC;0;0,04;-0,32;-0,55;-1,12;0,55;-0,27;;;;2;7;28569,24127;40,18144;;;;;;1,25;0;0;0,12
-0,94;Cartera Optima Prudente B FI;0;2;ES0133578031;Allianz Popular Asset Management SGIIC;5000;0;0,06;-0,21;-0,48;0,57;-0,25;0,95;1,8;0,24;2;4;25989,66815;2123,60801;2;2,3;0,49;-2,04;0,09;1,6;0;0;0
-0,98;Credit Suisse Equity Yield FI;0;1;ES0113288031;Credit Suisse Gestión SGIIC;0;0,1;0,96;0,24;0,65;4,05;0,77;2,34;3,93;;2;;25872,02851;9,59522;3;7,74;0,39;-0,68;0,24;0,4;0;0;0,1
-1,01;Eurovalor Mixto-15 FI;0;1;ES0138987039;Allianz Popular Asset Management SGIIC;600;-0,07;-0,02;0,32;0,01;1;-0,03;1,04;3,04;1,38;1;;25721,2453;384,36142;3;3,02;0,42;-1,42;0,1;1,6;0;0;0
-1,03;Rural Mixto 20 FI;0;1;ES0174266009;Gescooperativo SGIIC;300;-0,34;-0,39;-0,55;-0,34;0,78;0,38;;;;1;;10045,9009;192,93066;;;;;;1,25;0;3;0,05
-1,03;BBVA Bonos Duración Flexible FI;0;1;ES0113203030;BBVA Asset Management SGIIC;10000;0,21;0,36;0,45;0,75;0,3;-0,93;-0,64;1,25;;;;;104,85942;2;1,32;-0,46;-1,24;-0,05;0,65;0;0;0,05
-1,09;Trea Absolute 6 FI;0;3;ES0180677009;Trea Asset Management SGIIC;0;0,25;-0,88;0,94;0,71;-1,9;-3,21;;;;;;;3,53184;;;;;;1,35;0;0;0,12
-1,09;Intermoney Variable Euro FI;0;1;ES0155142039;Intermoney Gestión SGIIC;1;0,08;2,1;0,56;2,52;6,1;1,65;6,33;10,76;0,34;1;;9757,65369;8,47106;4;15,31;0,46;0,51;0,59;1,5;0;0;0,12
-1,11;March Cartera Decidida FI;1;3;ES0160747004;March Asset Management SGIIC;0;0,46;0,64;-0,79;-0,03;3,47;0,33;2,45;;;2;;8997,72665;12,48774;3;8,39;0,34;-1,89;0,24;1,35;0;0;0,1
-1,11;Cartera Optima Moderada A FI;0;2;ES0133878001;Allianz Popular Asset Management SGIIC;60000;0,08;0,37;-0,08;-0,39;1,61;-0,11;;;;2;7;25502,53851;1005,07063;;;;;;0,9;0;5;0
-1,11;Eurovalor Ahorro Dólar FI;0;2;ES0133501033;Allianz Popular Asset Management SGIIC;600;1,03;1,65;2,65;1,91;4,33;-0,06;6,24;4,49;2,14;;;;26,77158;;7,83;0,87;-1,06;0,56;1;0;0;0,1
-1,12;Bankinter Renta Dinámica FI;0;2;ES0114860036;Bankinter Gestión de Activos SGIIC;500;0;0,1;0,28;0,16;0,31;-0,62;0,09;;;2;;22917,72904;14,847;;2,48;0,16;;0,03;1,6;0;0;0,15
-1,13;BBVA Fon-Plazo 2016 D FI;0;1;ES0169992007;BBVA Asset Management SGIIC;600;0;-0,01;-0,02;-0,23;-0,62;-1;0,54;;;;;;84,66496;;1,21;0,57;;0,05;0,05;0;5;0
-1,14;Renta 4 Wertefinder FI;0;1;ES0173323009;Renta 4 Gestora SGIIC;10;-0,25;1,29;-1,21;-1,13;5,98;0,41;3,97;7,4;;3;;12082,51072;21,68916;4;9,59;0,49;-0,24;0,38;1,2;0;0;0,1
-1,19;Quality Inversión Conservadora FI;0;2;ES0172273007;BBVA Asset Management SGIIC;30000;0,17;-0,02;-0,3;-0,52;1,22;0,07;-1,13;0,72;;2;;29656,24374;2884,59078;2;2,92;-0,38;-2,56;-0,1;1;0;0;0,1
-1,21;BBVA Fon-Plazo 2016 E FI;0;1;ES0113927000;BBVA Asset Management SGIIC;600;0;-0,03;-0,13;-0,37;-0,71;-1,06;0,73;;;;;;125,98731;;1,28;0,69;;0,07;1,47;0;5;0,01
-1,23;Global Diversification Fund FI;0;1;ES0142459009;UBS Gestión SGIIC;0;-0,03;0,07;-0,02;-0,25;1,28;-0,18;0,98;2,41;;3;;16194,17999;7,11601;3;3,06;0,38;-1,44;0,09;1;0;0;0,1
-1,24;UBS Retorno Activo FI;0;2;ES0180931034;UBS Gestión SGIIC;0;-0,05;0,14;-0,57;-1,2;2,62;-0,1;1,19;2,61;0,71;2;;23584,95055;157,86804;3;3,89;0,37;-1,99;0,12;0,75;0;0;0,1
-1,26;BBVA Plan Rentas 2016 D FI;0;1;ES0133767006;BBVA Asset Management SGIIC;600;0;0;-0,09;-0,34;-0,7;-1,1;0,48;;;;;;22,26211;;1,18;0,53;;0,05;0,05;0;5;0
-1,27;Bankinter Dividendo Europa FI;0;1;ES0114802038;Bankinter Gestión de Activos SGIIC;600;0,38;3,41;2,84;2,42;4,4;0,5;7,72;9,97;-0,3;2;;20998,10645;319,56586;3;13,03;0,61;0,63;0,66;1,6;0;0;0,15
-1,27;BBVA Plan Rentas 2016 E FI;0;1;ES0113429007;BBVA Asset Management SGIIC;600;-0,01;-0,03;-0,13;-0,38;-0,74;-1,1;0,66;;;;;;51,87258;;1,28;0,64;;0,06;1,42;0;5;0,01
-1,28;Inveractivo Confianza FI;0;3;ES0147131033;Santander Asset Management SGIIC;300;-0,01;-0,02;0;0,06;0,82;-0,46;1,24;4,19;;2;;44182,47842;136,15714;3;3,1;0,45;-1,66;0,11;1,25;0;0;0,1
-1,3;Gestión del Ciclo FI;0;1;ES0116832009;Gesiuris Asset Management SGIIC;0;-0,6;-0,04;-0,97;-1,8;0,36;0,11;;;;2;8;13800,76831;3,30172;;;;;;1;0;0;0,1
-1,32;Rural Bonos 2 Años FI;0;1;ES0174372039;Gescooperativo SGIIC;300;-0,08;-0,11;-0,25;-0,41;-0,15;0,09;0,1;;;;;;77,53625;3;0,96;0,27;-0,79;0,02;1;0;0;0,05
-1,32;Renta 4 Japón FI;0;2;ES0173356033;Renta 4 Gestora SGIIC;0;2,15;-2,83;-2,21;-0,28;12,74;0,37;9,78;12,31;-0,85;3;;7004,41758;3,70157;2;16,01;0,72;-0,3;0,96;1,35;0;0;0,12
-1,36;Intermoney Gestión Flexible FI;0;1;ES0131385009;Intermoney Gestión SGIIC;10;0,1;0,58;0,11;0,8;1,62;-0,45;;;;2;;9384,77434;15,30294;;;;;;0,6;0;0;0,08
-1,37;Gestión Boutique Ginvest Smart FI;0;3;ES0116831035;Andbank Wealth Management SGIIC;10;0,2;-0,6;-0,43;-0,14;3,84;-0,05;1,89;;;5;;5033,28009;7,58244;3;7,02;0,33;-2,32;0,19;1,45;0;0;0,1
-1,42;Renta 4 Bolsa FI;0;1;ES0173394034;Renta 4 Gestora SGIIC;1;-1,34;-0,41;-1,63;-0,76;4,38;0,98;5,91;8,64;1,11;5;;6086,86834;37,6417;4;12,32;0,59;0,92;0,6;1,85;0;0;0,1
-1,43;Mutuafondo Dólar FI;0;1;ES0164986004;Mutuactivos SGIIC;10;0,14;1,85;2,22;2,6;4,34;-0,15;;;;;;;109,94495;;;;;;0,25;0;0;0,02
-1,47;Financialfond FI;0;3;ES0169009034;GVC Gaesco Gestión SGIIC;0;0,2;1,23;-0,12;0,31;4,11;1,19;5,02;5,68;2,14;2;5;10263,2499;11,6455;4;8,59;0,65;0;0,46;1,4;0;0;0,9
-1,51;Adriza Global FI;0;2;ES0182798001;Tressis Gestión SGIIC;0;0,23;2,37;3,45;7,77;10,42;2;1,35;7,42;;1;;11745,49449;15,84289;;12,62;0,17;;0,18;1,35;0;0;0,1
-1,52;NB Global Flexible 0-50 FI;0;1;ES0137942001;Novo Banco Gestión SGIIC;10;-0,24;0,7;0,36;-0,98;2,05;0,37;-0,1;2,84;;5;;7740,79515;12,04833;2;6,86;0,06;-1,73;0,03;1,2;0;0;0,05
-1,61;Smart Gestión Flexible FI;0;3;ES0176313007;Inversis Gestión SGIIC;1;-0,08;-0,47;-0,42;-0,79;3,8;-0,35;;;;8;;331,19013;4,34884;;;;;;1,25;0;0;0,1
-1,61;Etcheverría Mixto FI;0;1;ES0133509036;Alpha Plus Gestora SGIIC;10;0;0,38;0,29;0,51;1,32;1,23;1,13;3,7;-0,1;6;;1674,81544;3,48604;2;5,36;0,26;-1,01;0,11;1,05;0;0;0,1
-1,67;BBVA Bonos Dólar Corto Plazo FI;0;1;ES0114341037;BBVA Asset Management SGIIC;600;0,97;1,74;2,66;1,93;4,35;-0,51;6,23;3,62;1,51;;;;318,05295;;8,37;0,82;-1,24;0,57;1;0;0;0,1
-1,68;Alpha Plus Ibérico Acciones B FI;0;1;ES0108642010;Alpha Plus Gestora SGIIC;10;0,09;0,58;2,88;5,22;0,22;-0,11;;;;4;;2681,00896;51,51861;;;;;;2;0;0;0,1
-1,73;Santander RF Convertibles FI;0;0;ES0113661039;Santander Asset Management SGIIC;3000;0,25;0,47;0,12;0,42;2,03;-0,74;1,48;3,6;1,71;4;;4913,80887;112,27382;3;5,08;0,32;-1,04;0,13;1,25;0;0;0,1
-1,75;Rural Mixto 25 FI;0;1;ES0174431033;Gescooperativo SGIIC;300;-0,3;-0,27;-0,03;0,22;0,77;0,09;1,11;2,19;1,26;1;;13923,11802;630,85197;2;3,46;0,43;-1,28;0,12;1,5;0;0;0,1
-1,77;CS Director Income FI;0;2;ES0125126039;Credit Suisse Gestión SGIIC;0;-0,33;0,44;-0,39;-0,15;0,93;-0,17;1,42;1,43;;3;6;20142,02565;15,79816;2;3,55;0,48;-1,43;0,14;1;0;0;0,1
-1,78;Imantia Global Moderado FI;0;1;ES0169082031;Imantia Capital SGIIC;3000;0,16;0,16;0;-0,21;0,1;-1,3;1,92;3,26;2,41;6;8;11040,09612;11,01562;;3,21;0,65;;0,17;1;0;0;0,12
-1,82;Rural Mixto Internacional 25 FI;0;1;ES0174406035;Gescooperativo SGIIC;300;-0,21;0,31;-0,28;-0,04;1,38;0,11;2,19;3,59;1,92;2;;34001,32938;97,16762;3;3,65;0,69;-2,01;0,2;1,5;0;0;0,1
-1,86;Santander Select Moderado A FI;0;3;ES0107781017;Santander Asset Management SGIIC;1;0,11;-0,3;-0,29;-0,86;2,08;-0,56;1,99;;;2;8;34064,22425;3258,14797;3;4,7;0,47;-1,74;0,18;1,6;0;0;0,1
-1,86;GVC Gaesco Renta Fija FI;0;3;ES0169764034;GVC Gaesco Gestión SGIIC;0;-0,03;-0,05;0,15;-0,19;0,81;-0,01;-0,39;0,94;1,23;;;;7,06382;1;1,89;-0,13;-0,75;-0,02;1;0;0;0,15
-1,87;Santander Select Prudente S FI;0;1;ES0175835000;Santander Asset Management SGIIC;20000;0,01;-0,2;-0,32;-0,65;0,51;-1,05;0,36;1,13;;2;7;26092,10024;4364,70166;1;2,61;0,2;-1,77;0,04;1,1;0;0;0,1
-1,88;BNP Paribas Caap Moderado FI;0;1;ES0171954037;BNP Paribas Gestión de Inversiones SGIIC;600;0,27;0,51;0,17;-0,11;1,66;-1,01;1,63;2,68;0,92;2;;16314,40574;79,45881;2;4,2;0,43;-1,49;0,15;1,5;0;0;0,1
-1,89;Popular Selección I FI;0;2;ES0170417002;Allianz Popular Asset Management SGIIC;1000000;0,05;0,21;-0,17;-0,29;1,22;-0,58;3,02;3,85;;2;7;17575,93089;53,87281;;4,68;0,69;;0,26;0,35;0;0;0,03
-1,94;Eurovalor Compromiso ISR FI;0;2;ES0133560039;Allianz Popular Asset Management SGIIC;600;0,03;0,05;-0,91;-1,99;0,13;-1,3;-0,94;0,22;-0,14;3;5;21955,55023;6,38072;;4,72;-0,15;;-0,06;1,35;0;0;0,15
-1,94;Rural Mixto Internacional 15 FI;0;1;ES0156832000;Gescooperativo SGIIC;300;-0,19;0,21;-0,29;-0,18;0,78;0,12;;;;2;;42644,08918;59,40949;;;;;;1;0;3;0,05
-1,97;GVC Gaesco Renta Valor A FI;0;2;ES0143629006;GVC Gaesco Gestión SGIIC;1;0,07;0,13;-0,11;0,59;0,36;-1,12;1,14;;;4;;4403,48815;44,57194;3;2,58;0,53;-1,56;0,11;1,25;0;0;0,1
-2;Cartera Optima Moderada B FI;0;2;ES0133878035;Allianz Popular Asset Management SGIIC;5000;0,08;0,35;-0,16;-0,61;1,15;-0,88;1,79;3,6;0,93;2;7;25502,53851;1005,07063;3;4,26;0,48;-1,8;0,17;1,8;0;0;0
-2,01;Inverbanser FI;0;0;ES0155844030;Santander Asset Management SGIIC;1;0,41;0,83;0,72;0,11;3,28;1,25;4,79;7,78;2,55;1;;25175,98687;66,40393;4;9,35;0,57;-0,09;0,44;0,5;0;0;0
-2,14;Mutuafondo Fortaleza D FI;0;1;ES0165145014;Mutuactivos SGIIC;10;-0,13;0,08;0,03;-0,17;1,39;-0,9;;;;1;;10646,99756;66,8443;;;;;;1,25;0;0;0,02
-2,14;Gescooperativo Gestión Conservador FI;0;1;ES0174349037;Gescooperativo SGIIC;300;0,05;0,14;-0,22;-0,4;0,21;-0,69;0,73;1,48;0,6;2;;34379,66941;40,69377;2;2,64;0,34;-1,58;0,07;0;0;0;0,1
-2,15;Bankia Dólar FI;0;0;ES0159033036;Bankia Fondos SGIIC;100;0,17;2,01;2,19;2,58;4,06;-0,8;5,93;3,77;2,04;;;;32,97229;1;8,12;0,8;-2,15;0,54;1;0;0;0,08
-2,16;Welzia USA Equity FI;0;1;ES0184593004;Welzia Management SGIIC;100;-0,41;4,51;2,01;0,91;3,91;2,62;5,36;8,77;;1;;35606,54282;7,39337;1;12,72;0,43;-1,2;0,45;1,62;0;0;0,08
-2,17;DWS Crecimiento A FI;0;3;ES0125776031;Deutsche Asset Management SGIIC;6,01;0,53;1,41;0,91;0,31;4,52;-0,33;3,77;6,82;2,28;1;;34154,84643;120,25898;3;7,81;0,52;-1,43;0,34;1,24;0;0;0,1
-2,31;Santander Corto Plazo Dólar FI;0;1;ES0121748034;Santander Asset Management SGIIC;1;1,08;1,71;2,58;1,67;3,84;-1,06;5,67;3,53;1,04;;;;143,36364;;8,33;0,75;-2,15;0,52;1,7;0;0;0,1
-2,32;Gestión Multiperfil Inversión FI;0;2;ES0125322026;Andbank Wealth Management SGIIC;1;0,21;0,55;-0,18;-0,99;1,36;-1,36;2,41;;;3;7;20611,79039;121,3268;3;4,83;0,52;-1,41;0,2;1,05;0;0;0,1
-2,34;Gestión Boutique C2 Equilibrado FI;0;3;ES0116831027;Andbank Wealth Management SGIIC;10;0,05;-0,25;-0,55;-1,28;0,19;-1,66;0,47;;;2;;26906,59449;32,9162;2;3;0,21;-2,37;0,05;1,15;0;0;0,1
-2,34;Bankia Mixto Renta Fija 15 FI;0;0;ES0159141037;Bankia Fondos SGIIC;100;-0,24;-0,05;-0,32;-0,64;-0,12;-1,53;0,29;2,16;1,84;1;;34928,64184;410,04082;3;2,62;0,21;-1,77;0,04;1,3;0;0;0,1
-2,34;Gestión Boutique II Aspain 11 Patrimonio FI;0;3;ES0168797019;Andbank Wealth Management SGIIC;0;0,06;-0,33;0,43;-0,21;2,74;-0,43;;;;2;5;18122,00814;3,00888;;;;;;1,25;0;0;0,08
-2,42;Santander Multigestión FI;0;3;ES0114271036;Santander Asset Management SGIIC;1;0,07;-0,43;-0,46;-0,47;1,13;-1,81;-0,82;-0,08;0,52;2;7;16676,6815;47,78608;;2,26;-0,34;;-0,07;1,4;0;0;0,1
-2,43;Santander Selección RV Norteamérica FI;0;1;ES0121761037;Santander Asset Management SGIIC;300;0,5;-0,21;0,26;-1,91;7,02;0,97;11,58;13,96;4,89;2;;50834,97048;231,16832;3;12,37;1,01;-2,14;1,03;2,25;0;0;0,15
-2,43;Santander Selección RV Japón FI;1;2;ES0112757036;Santander Asset Management SGIIC;1;-0,05;-2,56;1,01;2,75;10,8;-1,05;7,95;9,4;-0,3;2;;10549,45108;17,87705;2;14,76;0,64;-1,6;0,79;2,2;0;0;0,1
-2,49;Alcalá Ahorro FI;0;2;ES0107696033;Gesalcalá SGIIC;6;0,08;0,1;-0,21;-0,77;-0,3;-2,12;0,5;1,63;0,91;2;;10295,96446;4,62983;2;2,54;0,24;-1,72;0,05;0,9;0;0;0,02
-2,56;Bankia Evolución Moderado FI;0;0;ES0105578035;Bankia Fondos SGIIC;100;0,18;-0,33;-0,18;-0,42;1,37;-1,24;1,03;1,4;0,43;3;7;11869,33844;215,03497;;3,81;0,36;;0,11;1,2;0;0;0,1
-2,61;Foncess Flexible FI;0;3;ES0164949002;Andbank Wealth Management SGIIC;50;0,18;-0,51;-0,05;-0,2;0,72;-1,9;1,93;3,52;;2;;20521,32557;20,84381;3;4,02;0,57;-1,38;0,18;1,5;0;0;0,1
-2,62;Gestión Boutique II Awa Flexible FI;0;3;ES0168797027;Andbank Wealth Management SGIIC;0;0,13;-0,84;-1,48;-1,79;2,13;-2,18;;;;3;8;14745,0694;4,21415;;;;;;1,1;0;0;0,08
-2,63;Gestión Boutique EP EAFI Retorno Absoluto FI;0;3;ES0116831076;Andbank Wealth Management SGIIC;10;0;-0,03;-0,18;-0,58;1,02;-2,09;;;;;;;1,93362;;;;;;1;0;0;0,1
-2,63;CS Director Flexible FI;0;2;ES0125102030;Credit Suisse Gestión SGIIC;0;-0,59;0,87;-0,08;-0,09;3,22;-0,82;4,8;4,43;2,23;3;9;12957,88186;19,76102;4;7,64;0,67;-0,64;0,42;1,35;0;0;0,1
-2,64;Cartera Optima Flexible B FI;0;2;ES0133613036;Allianz Popular Asset Management SGIIC;5000;0,04;0,27;-0,34;-1,02;1,35;-1,24;1,67;3,93;0,34;2;;22720,71087;74,70928;3;5,06;0,41;-2,41;0,17;1,85;0;0;0
-2,68;Santander Tándem 20-60 FI;0;0;ES0145814036;Santander Asset Management SGIIC;1;0,44;1,01;0,63;-0,15;1,94;-1,08;2,63;6,27;0,24;1;;51167,03881;619,94716;3;7,44;0,38;-1,12;0,23;1,85;0;0;0,2
-2,69;Renta 4 Cartera Selección Dividendo FI;0;1;ES0173362031;Renta 4 Gestora SGIIC;5;-0,85;0,92;-0,64;-1,52;4,66;1,4;4,19;5,6;-0,32;2;;45573,8262;14,33095;3;11,14;0,43;-0,08;0,4;1,2;0;0;0,1
-2,7;Mutuafondo Valores D FI;0;1;ES0165241003;Mutuactivos SGIIC;10;-0,5;-0,03;-1,46;-1,85;-0,73;-2,24;5,48;12,79;;5;;1639,4901;70,28839;4;15,3;0,48;0,31;0,61;1,5;0;0;0,02
-2,78;Bankinter Mixto Renta Fija FI;0;1;ES0114793039;Bankinter Gestión de Activos SGIIC;500;-0,09;0,43;-0,05;-0,3;0,77;-1,77;2,5;4,61;2,13;2;;31013,26508;314,41217;4;4,09;0,66;-1,1;0,22;1,35;0;0;0,15
-2,82;Bankia Mixto Renta Fija 30 FI;0;0;ES0170271037;Bankia Fondos SGIIC;100;-0,34;0,07;-0,13;-0,18;0,69;-1,5;0,53;2,05;1,62;1;;39249,51649;82,33961;3;3,77;0,21;-1,75;0,06;1,35;0;0;0,08
-2,86;BBVA Gestión Moderada FI;0;2;ES0113993036;BBVA Asset Management SGIIC;600;0,18;0,26;-0,4;-1,02;1,6;-1,43;2,08;4,88;0,77;2;;44413,63911;193,57842;3;5,98;0,38;-1,88;0,18;1,35;0;0;0,1
